#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:28:46      0  19007     21     99      8      0      0 
 20230920   22:28:51      0  19185     21     98      9      0      0 
 20230920   22:28:56      0  19373     21     97     11      0      0 
 20230920   22:29:01      0  19061     21    100      5      0      0 
 20230920   22:29:06      0  19309     21    100      8      0      0 
 20230920   22:29:11      0  19301     21     99      6      0      0 
 20230920   22:29:16      0  19319     21     99      9      0      0 
 20230920   22:29:21      0  19061     21     96      9      0      0 
 20230920   22:29:26      0  19243     21     99      5      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:29:31      0  19497     21    100     12      0      0 
 20230920   22:29:36      0  19695     21     98      9      0      0 
 20230920   22:29:41      0  19301     21     98     10      0      0 
 20230920   22:29:46      0  18557     21    100      5      0      0 
 20230920   22:29:51      0  19395     21    100      9      0      0 
 20230920   22:29:56      0  19597     21     99      9      0      0 
 20230920   22:30:01      0  18609     21    100      6      0      0 
 20230920   22:30:06      0  18613     21     99      6      0      0 
 20230920   22:30:11      0  18651     21     99      7      0      0 
 20230920   22:30:16      0  18771     21     99      4      0      0 
 20230920   22:30:21      0  18517     21     83      4      0      0 
 20230920   22:30:26      0  18771     21     99      5      0      0 
 20230920   22:30:31      0  18771     21     99      5      0      0 
 20230920   22:30:36      0  18771     21     97      7      0      0 
 20230920   22:30:41      0  18771     21    100      4      0      0 
 20230920   22:30:46      0  18771     21    100      5      0      0 
 20230920   22:30:51      0  18771     21     99      6      0      0 
 20230920   22:30:56      0  18771     21     99      7      0      0 
 20230920   22:31:01      0  12793     21    100      4      0      0 
 20230920   22:31:06      0  12793     21     99      4      0      0 
 20230920   22:31:11      0  12793     21     99      5      0      0 
 20230920   22:31:16      0  12597     21     99      6      0      0 
 20230920   22:31:21      0  12863     21    100      6      0      0 
 20230920   22:31:26      0  12863     21    100      6      0      0 
 20230920   22:31:31      0  12889     21    100      6      0      0 
 20230920   22:31:37      0  12863     21    100      5      0      0 
 20230920   22:31:42      0  12879     21    100      6      0      0 
 20230920   22:31:47      0  12879     21    100      6      0      0 
 20230920   22:31:52      0  12749     21     98      4      0      0 
 20230920   22:31:57      0  12879     21    100      5      0      0 
 20230920   22:32:02      0  12657     21    100      6      0      0 
 20230920   22:32:07      0  12879     21    100      7      0      0 
 20230920   22:32:12      0  12879     21    100      6      0      0 
 20230920   22:32:17      0  12647     21    100      5      0      0 
 20230920   22:32:22      0  12905     21    100      6      0      0 
 20230920   22:32:27      0  12879     21    100      6      0      0 
 20230920   22:32:32      0  12905     21     84      6      0      0 
 20230920   22:32:37      0  12905     21    100      7      0      0 
 20230920   22:32:42      0  12887     21    100      8      0      0 
 20230920   22:32:47      0  12905     21    100      6      0      0 
 20230920   22:32:52      0  12879     21    100      5      0      0 
 20230920   22:32:57      0  12879     21     86      7      0      0 
 20230920   22:33:02      0  12879     21    100      6      0      0 
 20230920   22:33:07      0  12879     21    100      7      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:33:12      0  12905     21     98      7      0      0 
 20230920   22:33:17      0  12879     21    100      8      0      0 
 20230920   22:33:22      0  12879     21    100      5      0      0 
 20230920   22:33:27      0  12905     21    100      5      0      0 
 20230920   22:33:32      0  12879     21    100      5      0      0 
 20230920   22:33:37      0  12879     21    100      5      0      0 
 20230920   22:33:42      0  12879     21    100      5      0      0 
 20230920   22:33:47      0  12719     21    100      6      0      0 
 20230920   22:33:52      0  12879     21    100      6      0      0 
 20230920   22:33:57      0  12879     21    100      4      0      0 
 20230920   22:34:02      0  12879     21    100      5      0      0 
 20230920   22:34:07      0  12879     21    100      7      0      0 
 20230920   22:34:12      0  12879     21    100      6      0      0 
 20230920   22:34:17      0  12879     21    100      7      0      0 
 20230920   22:34:22      0  12879     21    100      7      0      0 
 20230920   22:34:27      0  12905     21    100      7      0      0 
 20230920   22:34:32      0  12879     21    100      6      0      0 
 20230920   22:34:37      0  12879     21    100      8      0      0 
 20230920   22:34:42      0  12879     21    100      6      0      0 
 20230920   22:34:47      0  12905     21    100      8      0      0 
 20230920   22:34:52      0  12879     21    100      6      0      0 
 20230920   22:34:57      0  12729     21     99      6      0      0 
 20230920   22:35:02      0  12879     21    100      6      0      0 
 20230920   22:35:07      0  12879     21    100      6      0      0 
 20230920   22:35:12      0  12879     21    100      5      0      0 
 20230920   22:35:17      0  12905     21    100      6      0      0 
 20230920   22:35:22      0  12879     21    100      6      0      0 
 20230920   22:35:27      0  12879     21    100      8      0      0 
 20230920   22:35:32      0  12879     21    100      5      0      0 
 20230920   22:35:37      0  12905     21    100      6      0      0 
 20230920   22:35:42      0  12879     21    100      6      0      0 
 20230920   22:35:47      0  12905     21    100      6      0      0 
 20230920   22:35:52      0  12675     21     99      6      0      0 
 20230920   22:35:57      0  12675     21     64      4      0      0 
 20230920   22:36:02      0  12879     21    100      6      0      0 
 20230920   22:36:07      0  12905     21    100      7      0      0 
 20230920   22:36:12      0  12905     21    100      6      0      0 
 20230920   22:36:17      0  12879     21    100      6      0      0 
 20230920   22:36:22      0  12905     21    100      6      0      0 
 20230920   22:36:27      0  12879     21    100      6      0      0 
 20230920   22:36:32      0  12601     21     99      6      0      0 
 20230920   22:36:37      0  12905     21    100      6      0      0 
 20230920   22:36:42      0  12879     21     85      6      0      0 
 20230920   22:36:47      0  12719     21     71      6      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:36:52      0  12719     21     97      7      0      0 
 20230920   22:36:57      0  12719     21     82      7      0      0 
 20230920   22:37:02      0  12719     21     77      6      0      0 
 20230920   22:37:07      0  12719     21     93      5      0      0 
 20230920   22:37:12      0  12719     21     79      7      0      0 
 20230920   22:37:17      0  12719     21     73      6      0      0 
 20230920   22:37:22      0  12719     21     99      5      0      0 
 20230920   22:37:27      0  12719     21     99      6      0      0 
 20230920   22:37:33      0  15189     21     99      6      0      0 
 20230920   22:37:38      0  16085     21    100      6      0      0 
 20230920   22:37:43      0  16625     21     86     10      0      0 
 20230920   22:37:48      0  16393     21     99      7      0      0 
 20230920   22:37:53      0  16301     21    100      8      0      0 
 20230920   22:37:58      0  16291     21    100      7      0      0 
 20230920   22:38:03      0  16181     21     99      5      0      0 
 20230920   22:38:08      0  15785     21     99      7      0      0 
 20230920   22:38:13      0  15803     21    100      6      0      0 
 20230920   22:38:18      0  15899     21     90      8      0      0 
 20230920   22:38:23      0  15845     21    100      6      0      0 
 20230920   22:38:28      0  15877     21     91      7      0      0 
 20230920   22:38:33      0  15951     21     81      9      0      0 
 20230920   22:38:38      0  15953     21     82      7      0      0 
 20230920   22:38:43      0  15735     21     99      6      0      0 
 20230920   22:38:48      0  16169     21     83     12      0      0 
 20230920   22:38:53      0  16135     21     81     10      0      0 
 20230920   22:38:58      0  15715     21     74      7      0      0 
 20230920   22:39:03      0  15869     21    100      8      0      0 
 20230920   22:39:08      0  16063     21     84      8      0      0 
 20230920   22:39:13      0  16397     21     75      6      0      0 
 20230920   22:39:18      0  15951     21     98     10      0      0 
 20230920   22:39:23      0  15715     21     99      6      0      0 
 20230920   22:39:28      0  16091     21     81      7      0      0 
 20230920   22:39:33      0  16173     21     94      7      0      0 
 20230920   22:39:38      0  15983     21     99      6      0      0 
 20230920   22:39:43      0  16077     21     99      6      0      0 
 20230920   22:39:48      0  16843     21     80      7      0      0 
 20230920   22:39:53      0  16131     21     73     18      0      0 
 20230920   22:39:58      0  17042     21     69      6      0      0 
 20230920   22:40:03      0  17338     21     82      9      0      0 
 20230920   22:40:08      0  17322     21     83      8      0      0 
 20230920   22:40:13      0  17638     21     99      5      0      0 
 20230920   22:40:18      0  18172     21     74     10      0      0 
 20230920   22:40:23      0  18368     21     99      8      0      0 
 20230920   22:40:28      0  18838     21     99     12      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:40:34      0  18454     21     75      9      0      0 
 20230920   22:40:39      0  18646     21     88      7      0      0 
 20230920   22:40:44      0  18710     21     79      9      0      0 
 20230920   22:40:49      0  18684     21     98      7      0      0 
 20230920   22:40:54      0  18670     21     93      9      0      0 
 20230920   22:40:59      0  18794     21    100      8      0      0 
 20230920   22:41:04      0  18548     21     87      6      0      0 
 20230920   22:41:09      0  18646     21     90      7      0      0 
 20230920   22:41:14      0  18830     21     99      7      0      0 
 20230920   22:41:19      0  18638     21     98      5      0      0 
 20230920   22:41:24      0  18702     21     70      5      0      0 
 20230920   22:41:29      0  18726     21     99      6      0      0 
 20230920   22:41:34      0  18768     21     96      8      0      0 
 20230920   22:41:39      0  18878     21     97      6      0      0 
 20230920   22:41:44      0  18938     21     87      6      0      0 
 20230920   22:41:49      0  18944     21     99      6      0      0 
 20230920   22:41:54      0  18998     21     91      5      0      0 
 20230920   22:41:59      0  19000     21     99      6      0      0 
 20230920   22:42:04      0  18974     21     99      6      0      0 
 20230920   22:42:09      0  13210     21     99      6      0      0 
 20230920   22:42:14      0  13224     21     99      6      0      0 
 20230920   22:42:19      0  13238     21     99      7      0      0 
 20230920   22:42:24      0  13318     21    100      6      0      0 
 20230920   22:42:29      0  13178     21    100      6      0      0 
 20230920   22:42:34      0  13412     21    100      7      0      0 
 20230920   22:42:39      0  13496     21    100      8      0      0 
 20230920   22:42:44      0  13498     21    100      6      0      0 
 20230920   22:42:49      0  13506     21     74      6      0      0 
 20230920   22:42:54      0  13544     21    100      5      0      0 
 20230920   22:42:59      0  13642     21    100      5      0      0 
 20230920   22:43:04      0  13504     21    100      5      0      0 
 20230920   22:43:09      0  13730     21    100      5      0      0 
 20230920   22:43:14      0  13764     21    100      5      0      0 
 20230920   22:43:19      0  13516     21    100      6      0      0 
 20230920   22:43:24      0  13802     21    100      7      0      0 
 20230920   22:43:29      0  13414     21    100      5      0      0 
 20230920   22:43:34      0  13604     21     97      6      0      0 
 20230920   22:43:39      0  13834     21    100      8      0      0 
 20230920   22:43:44      0  13916     21    100      8      0      0 
 20230920   22:43:49      0  13844     21     97      6      0      0 
 20230920   22:43:54      0  13914     21    100      7      0      0 
 20230920   22:43:59      0  13564     21    100      7      0      0 
 20230920   22:44:04      0  13910     21    100      6      0      0 
 20230920   22:44:09      0  13966     21    100      6      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:44:14      0  13954     21    100      8      0      0 
 20230920   22:44:19      0  14010     21    100      9      0      0 
 20230920   22:44:24      0  14078     21     99      7      0      0 
 20230920   22:44:29      0  14208     21     92      7      0      0 
 20230920   22:44:35      0  14332     21     99      4      0      0 
 20230920   22:44:40      0  14194     21    100      8      0      0 
 20230920   22:44:45      0  14494     21     77      5      0      0 
 20230920   22:44:50      0  14470     21    100      6      0      0 
 20230920   22:44:55      0  14496     21    100      9      0      0 
 20230920   22:45:00      0  14488     21     72      6      0      0 
 20230920   22:45:05      0  14472     21     86      7      0      0 
 20230920   22:45:10      0  14468     21    100      6      0      0 
 20230920   22:45:15      0  14484     21    100      5      0      0 
 20230920   22:45:20      0  14488     21    100      7      0      0 
 20230920   22:45:25      0  14532     21     99      8      0      0 
 20230920   22:45:30      0  14588     21     94      8      0      0 
 20230920   22:45:35      0  14384     21     97      6      0      0 
 20230920   22:45:40      0  14496     21     74      6      0      0 
 20230920   22:45:45      0  14290     21     72      6      0      0 
 20230920   22:45:50      0  14508     21     94      6      0      0 
 20230920   22:45:55      0  14730     21     72      6      0      0 
 20230920   22:46:00      0  14734     21     89      8      0      0 
 20230920   22:46:05      0  14590     21     68      6      0      0 
 20230920   22:46:10      0  14728     21     72      6      0      0 
 20230920   22:46:15      0  14514     21     94      5      0      0 
 20230920   22:46:20      0  14716     21     97      6      0      0 
 20230920   22:46:25      0  14562     21     86      8      0      0 
 20230920   22:46:30      0  14750     21     74      7      0      0 
 20230920   22:46:35      0  14760     21     67      6      0      0 
 20230920   22:46:40      0  16366     21     98      9      0      0 
 20230920   22:46:45      0  15914     21     70      8      0      0 
 20230920   22:46:50      0  16042     21     75      9      0      0 
 20230920   22:46:55      0  16132     21     77     11      0      0 
 20230920   22:47:00      0  15886     21     98      8      0      0 
 20230920   22:47:05      0  15942     21     69      9      0      0 
 20230920   22:47:10      0  15764     21     98      6      0      0 
 20230920   22:47:15      0  16150     21     74      7      0      0 
 20230920   22:47:20      0  15686     21     86      9      0      0 
 20230920   22:47:25      0  15666     21     77      5      0      0 
 20230920   22:47:30      0  15372     21     77      8      0      0 
 20230920   22:47:35      0  15268     21     72      8      0      0 
 20230920   22:47:40      0  15306     21     83      9      0      0 
 20230920   22:47:45      0  15658     21     87     11      0      0 
 20230920   22:47:50      0  15604     21     90      8      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:47:55      0  15398     21     70      8      0      0 
 20230920   22:48:00      0  15690     21     97      8      0      0 
 20230920   22:48:05      0  15452     21     97      8      0      0 
 20230920   22:48:10      0  15408     21     75      9      0      0 
 20230920   22:48:15      0  15576     21     70      9      0      0 
 20230920   22:48:20      0  15478     21     99      5      0      0 
 20230920   22:48:25      0  15306     21     89      8      0      0 
 20230920   22:48:31      0  15746     21     93     11      0      0 
 20230920   22:48:36      0  15802     21     64      7      0      0 
 20230920   22:48:41      0  15930     21     86      7      0      0 
 20230920   22:48:46      0  15882     21     71      8      0      0 
 20230920   22:48:51      0  15820     21     74      9      0      0 
 20230920   22:48:56      0  15790     21     59      8      0      0 
 20230920   22:49:01      0  15696     21     67      7      0      0 
 20230920   22:49:06      0  15652     21     72      6      0      0 
 20230920   22:49:11      0  15868     21     72      6      0      0 
 20230920   22:49:16      0  15770     21     91      6      0      0 
 20230920   22:49:21      0  15826     21     74      9      0      0 
 20230920   22:49:26      0  16440     21     90     13      0      0 
 20230920   22:49:31      0  16222     21     97     11      0      0 
 20230920   22:49:36      0  15908     21     98      5      0      0 
 20230920   22:49:41      0  15646     21     94      6      0      0 
 20230920   22:49:46      0  15978     21     99      8      0      0 
 20230920   22:49:51      0  16372     21     69     11      0      0 
 20230920   22:49:56      0  16266     21     87     26      0      0 
 20230920   22:50:01      0  17433     21     82      8      0      0 
 20230920   22:50:06      0  17373     21     75      9      0      0 
 20230920   22:50:11      0  17889     21     99      7      0      0 
 20230920   22:50:16      0  18071     21     74      5      0      0 
 20230920   22:50:21      0  18003     21     73      7      0      0 
 20230920   22:50:26      0  18637     21     68      9      0      0 
 20230920   22:50:31      0  18641     21     77      9      0      0 
 20230920   22:50:36      0  18685     21     73      8      0      0 
 20230920   22:50:41      0  18451     21     68      5      0      0 
 20230920   22:50:46      0  18963     21     58      8      0      0 
 20230920   22:50:51      0  18999     21     99      6      0      0 
 20230920   22:50:56      0  19049     21     98      8      0      0 
 20230920   22:51:01      0  18889     21     99      6      0      0 
 20230920   22:51:06      0  19157     21     74      6      0      0 
 20230920   22:51:11      0  19155     21     72      6      0      0 
 20230920   22:51:16      0  18915     21     75      6      0      0 
 20230920   22:51:21      0  19617     21     74      6      0      0 
 20230920   22:51:26      0  19577     21     83      5      0      0 
 20230920   22:51:31      0  19867     21     99      5      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:51:36      0  20115     21     99      6      0      0 
 20230920   22:51:41      0  20153     21     76      7      0      0 
 20230920   22:51:46      0  20215     21     98      5      0      0 
 20230920   22:51:51      0  20221     21     63      5      0      0 
 20230920   22:51:56      0  20205     21     89      5      0      0 
 20230920   22:52:01      0  20023     21     77      6      0      0 
 20230920   22:52:06      0  13903     21     76      7      0      0 
 20230920   22:52:11      0  14069     21     99      6      0      0 
 20230920   22:52:17      0  13639     21     74      7      0      0 
 20230920   22:52:22      0  14143     21     76      6      0      0 
 20230920   22:52:27      0  14321     21     93      8      0      0 
 20230920   22:52:32      0  14513     21    100      9      0      0 
 20230920   22:52:37      0  14401     21    100      8      0      0 
 20230920   22:52:42      0  14569     21    100      7      0      0 
 20230920   22:52:47      0  14687     21     99      8      0      0 
 20230920   22:52:52      0  14699     21     99      5      0      0 
 20230920   22:52:57      0  14669     21    100      6      0      0 
 20230920   22:53:02      0  14679     21    100      9      0      0 
 20230920   22:53:07      0  14677     21     99      6      0      0 
 20230920   22:53:12      0  14663     21     86      6      0      0 
 20230920   22:53:17      0  14435     21    100      6      0      0 
 20230920   22:53:22      0  14697     21    100      7      0      0 
 20230920   22:53:27      0  14675     21     99      6      0      0 
 20230920   22:53:32      0  14687     21     89      8      0      0 
 20230920   22:53:37      0  14483     21     83      7      0      0 
 20230920   22:53:42      0  14703     21     99      7      0      0 
 20230920   22:53:47      0  14717     21    100      8      0      0 
 20230920   22:53:52      0  14793     21     90      8      0      0 
 20230920   22:53:57      0  14923     21     91      9      0      0 
 20230920   22:54:02      0  14963     21     90      9      0      0 
 20230920   22:54:07      0  14981     21     94      9      0      0 
 20230920   22:54:12      0  14745     21     99      7      0      0 
 20230920   22:54:17      0  15009     21     99      8      0      0 
 20230920   22:54:22      0  14643     21     95      8      0      0 
 20230920   22:54:27      0  15003     21     92      8      0      0 
 20230920   22:54:32      0  15013     21    100      9      0      0 
 20230920   22:54:37      0  14965     21    100      7      0      0 
 20230920   22:54:42      0  14741     21     98      9      0      0 
 20230920   22:54:47      0  15167     21     99      7      0      0 
 20230920   22:54:52      0  14827     21     90      8      0      0 
 20230920   22:54:57      0  15299     21     91      8      0      0 
 20230920   22:55:02      0  15259     21    100      9      0      0 
 20230920   22:55:07      0  15277     21    100      7      0      0 
 20230920   22:55:12      0  15041     21    100      7      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:55:17      0  15279     21     96      9      0      0 
 20230920   22:55:22      0  14839     21    100      7      0      0 
 20230920   22:55:27      0  15283     21     99      7      0      0 
 20230920   22:55:32      0  15273     21     89      8      0      0 
 20230920   22:55:37      0  15371     21     92      9      0      0 
 20230920   22:55:42      0  15265     21     98     10      0      0 
 20230920   22:55:47      0  15085     21    100      6      0      0 
 20230920   22:55:52      0  15539     21     73      6      0      0 
 20230920   22:55:57      0  15555     21    100      6      0      0 
 20230920   22:56:02      0  15599     21    100      9      0      0 
 20230920   22:56:07      0  15593     21     99      7      0      0 
 20230920   22:56:12      0  15557     21    100      7      0      0 
 20230920   22:56:17      0  15645     21     95      9      0      0 
 20230920   22:56:22      0  15619     21     94      9      0      0 
 20230920   22:56:27      0  15215     21     89      9      0      0 
 20230920   22:56:32      0  15159     21     92      9      0      0 
 20230920   22:56:37      0  15601     21    100      7      0      0 
 20230920   22:56:42      0  15365     21    100      7      0      0 
 20230920   22:56:47      0  15597     21     79      7      0      0 
 20230920   22:56:52      0  15275     21     99      9      0      0 
 20230920   22:56:57      0  15215     21     99      7      0      0 
 20230920   22:57:02      0  15639     21    100      7      0      0 
 20230920   22:57:07      0  15217     21    100      6      0      0 
 20230920   22:57:12      0  15595     21    100      5      0      0 
 20230920   22:57:17      0  15383     21     89      7      0      0 
 20230920   22:57:22      0  15515     21    100      5      0      0 
 20230920   22:57:27      0  15809     21    100      6      0      0 
 20230920   22:57:32      0  15843     21     88      8      0      0 
 20230920   22:57:37      0  15813     21     97      7      0      0 
 20230920   22:57:42      0  15625     21    100      7      0      0 
 20230920   22:57:47      0  15841     21     80      8      0      0 
 20230920   22:57:52      0  15809     21     84      6      0      0 
 20230920   22:57:57      0  15819     21     99      5      0      0 
 20230920   22:58:02      0  15875     21    100      5      0      0 
 20230920   22:58:07      0  15833     21     99      7      0      0 
 20230920   22:58:12      0  15811     21    100      7      0      0 
 20230920   22:58:17      0  15839     21     97      6      0      0 
 20230920   22:58:23      0  15833     21    100      6      0      0 
 20230920   22:58:28      0  15629     21    100      7      0      0 
 20230920   22:58:33      0  15821     21     86      6      0      0 
 20230920   22:58:38      0  15823     21     98      6      0      0 
 20230920   22:58:43      0  15863     21     99      9      0      0 
 20230920   22:58:48      0  15849     21     98      6      0      0 
 20230920   22:58:53      0  15771     21     94      9      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   22:58:58      0  15877     21     87      8      0      0 
 20230920   22:59:03      0  15881     21     81      8      0      0 
 20230920   22:59:08      0  15891     21     90      8      0      0 
 20230920   22:59:13      0  15909     21     89      8      0      0 
 20230920   22:59:18      0  15877     21    100      7      0      0 
 20230920   22:59:23      0  15911     21    100      7      0      0 
 20230920   22:59:28      0  15919     21     85      9      0      0 
 20230920   22:59:33      0  15895     21    100      7      0      0 
 20230920   22:59:38      0  16051     21    100      6      0      0 
 20230920   22:59:43      0  16131     21     93      8      0      0 
 20230920   22:59:48      0  15795     21    100      7      0      0 
 20230920   22:59:53      0  16327     21     99      6      0      0 
 20230920   22:59:58      0  16039     21     84      7      0      0 
 20230920   23:00:03      0  16405     21     94      7      0      0 
 20230920   23:00:08      0  16383     21     75      7      0      0 
 20230920   23:00:13      0  16439     21    100      7      0      0 
 20230920   23:00:18      0  16399     21     83      8      0      0 
 20230920   23:00:23      0  16069     21    100      7      0      0 
 20230920   23:00:28      0  16429     21    100      7      0      0 
 20230920   23:00:33      0  16163     21     99      7      0      0 
 20230920   23:00:38      0  16397     21     94      7      0      0 
 20230920   23:00:43      0  16627     21     95     16      0      0 
 20230920   23:00:48      0  16932     21    100      6      0      0 
 20230920   23:00:53      0  17134     21     89      8      0      0 
 20230920   23:00:58      0  17332     21    100      7      0      0 
 20230920   23:01:03      0  17500     21    100      7      0      0 
 20230920   23:01:08      0  17369     21    100      5      0      0 
 20230920   23:01:13      0  17369     21     95      6      0      0 
 20230920   23:01:18      0  17397     21    100      6      0      0 
 20230920   23:01:23      0  17617     21    100      6      0      0 
 20230920   23:01:28      0  17425     21    100      6      0      0 
 20230920   23:01:33      0  17701     21    100      5      0      0 
 20230920   23:01:38      0  17315     21    100      6      0      0 
 20230920   23:01:43      0  17737     21     95      8      0      0 
 20230920   23:01:48      0  17841     21    100      6      0      0 
 20230920   23:01:53      0  17917     21     97      6      0      0 
 20230920   23:01:58      0  17965     21    100      6      0      0 
 20230920   23:02:03      0  18025     21    100      9      0      0 
 20230920   23:02:08      0  17589     21    100      9      0      0 
 20230920   23:02:13      0  17655     21     95      8      0      0 
 20230920   23:02:18      0  17653     21    100      7      0      0 
 20230920   23:02:23      0  17961     21     99      7      0      0 
 20230920   23:02:28      0  18111     21    100      6      0      0 
 20230920   23:02:33      0  18155     21    100      9      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   23:02:38      0  18169     21     98      8      0      0 
 20230920   23:02:43      0  18191     21     96      6      0      0 
 20230920   23:02:48      0  18207     21     99      5      0      0 
 20230920   23:02:53      0  18285     21    100      6      0      0 
 20230920   23:02:58      0  18295     21    100      7      0      0 
 20230920   23:03:03      0  17775     21    100      9      0      0 
 20230920   23:03:08      0  17919     21    100      7      0      0 
 20230920   23:03:13      0  18385     21    100      7      0      0 
 20230920   23:03:18      0  18607     21     98      7      0      0 
 20230920   23:03:23      0  18253     21     97      9      0      0 
 20230920   23:03:28      0  18773     21    100      9      0      0 
 20230920   23:03:33      0  18355     21    100      7      0      0 
 20230920   23:03:39      0  18771     21    100      7      0      0 
 20230920   23:03:44      0  18713     21    100      7      0      0 
 20230920   23:03:49      0  18879     21    100      6      0      0 
 20230920   23:03:54      0  18881     21    100      6      0      0 
 20230920   23:03:59      0  18873     21    100      7      0      0 
 20230920   23:04:04      0  18891     21    100      7      0      0 
 20230920   23:04:09      0  18889     21    100      7      0      0 
 20230920   23:04:14      0  18649     21    100      6      0      0 
 20230920   23:04:19      0  18651     21    100      6      0      0 
 20230920   23:04:24      0  18899     21    100      7      0      0 
 20230920   23:04:29      0  18467     21    100      6      0      0 
 20230920   23:04:34      0  18807     21    100      7      0      0 
 20230920   23:04:39      0  18553     21    100      7      0      0 
 20230920   23:04:44      0  18519     21    100      9      0      0 
 20230920   23:04:49      0  18965     21     89      7      0      0 
 20230920   23:04:54      0  19011     21    100      7      0      0 
 20230920   23:04:59      0  19001     21    100      9      0      0 
 20230920   23:05:04      0  18465     21    100      7      0      0 
 20230920   23:05:09      0  18763     21    100      6      0      0 
 20230920   23:05:14      0  18779     21    100      7      0      0 
 20230920   23:05:19      0  18979     21    100      7      0      0 
 20230920   23:05:24      0  19027     21    100      7      0      0 
 20230920   23:05:29      0  18495     21     89      8      0      0 
 20230920   23:05:34      0  19017     21    100      6      0      0 
 20230920   23:05:39      0  19015     21    100      6      0      0 
 20230920   23:05:44      0  18997     21    100      7      0      0 
 20230920   23:05:49      0  19027     21     98      9      0      0 
 20230920   23:05:54      0  18781     21     99      5      0      0 
 20230920   23:05:59      0  19015     21    100      5      0      0 
 20230920   23:06:04      0  18395     21     93      5      0      0 
 20230920   23:06:09      0  18913     21    100      7      0      0 
 20230920   23:06:14      0  19019     21    100      9      0      0 
#Date       Time        gpu    fb  bar1    sm   mem   enc   dec
#YYYYMMDD   HH:MM:SS    Idx    MB    MB     %     %     %     %
 20230920   23:06:19      0  18499     21     94      8      0      0 
 20230920   23:06:24      0  18989     21    100      6      0      0 
 20230920   23:06:29      0  19007     21    100      7      0      0 
 20230920   23:06:34      0  18995     21    100      6      0      0 
 20230920   23:06:39      0  19025     21    100      7      0      0 
 20230920   23:06:44      0  18997     21    100      7      0      0 
 20230920   23:06:49      0  18613     21    100      7      0      0 
 20230920   23:06:54      0  19049     21    100      7      0      0 
 20230920   23:06:59      0  19037     21    100      7      0      0 
 20230920   23:07:04      0  18761     21    100      6      0      0 
 20230920   23:07:09      0  18865     21    100      6      0      0 
 20230920   23:07:14      0  18951     21    100      6      0      0 
 20230920   23:07:19      0  18347     21     93      6      0      0 
 20230920   23:07:24      0  18761     21    100      6      0      0 
 20230920   23:07:29      0  18579     21    100      5      0      0 
 20230920   23:07:34      0  19065     21    100      6      0      0 
 20230920   23:07:39      0  19079     21    100      7      0      0 
 20230920   23:07:44      0  18925     21    100      8      0      0 
 20230920   23:07:49      0  19067     21    100      9      0      0 
 20230920   23:07:54      0  19093     21    100      9      0      0 
 20230920   23:07:59      0  18911     21    100      7      0      0 
 20230920   23:08:04      0  19091     21    100      6      0      0 
 20230920   23:08:09      0  18863     21    100      6      0      0 
 20230920   23:08:14      0  19107     21    100      6      0      0 
 20230920   23:08:19      0  19121     21    100      6      0      0 
 20230920   23:08:24      0  19147     21    100      7      0      0 
 20230920   23:08:29      0  19143     21    100      7      0      0 
 20230920   23:08:34      0  18693     21    100      7      0      0 
 20230920   23:08:39      0  18525     21    100      6      0      0 
 20230920   23:08:44      0  18645     21    100      7      0      0 
 20230920   23:08:49      0  19161     21    100      6      0      0 
 20230920   23:08:54      0  19125     21    100      5      0      0 
 20230920   23:08:59      0  19177     21    100      6      0      0 
 20230920   23:09:04      0  19249     21     99      7      0      0 
 20230920   23:09:09      0  19219     21    100      7      0      0 
 20230920   23:09:14      0  18961     21    100      7      0      0 
 20230920   23:09:19      0  18799     21    100      7      0      0 
 20230920   23:09:24      0  19241     21    100      9      0      0 
 20230920   23:09:29      0  19315     21    100      6      0      0 
